ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity
5.772770,186.060603,26693.761607,5.808580,333.073364,312.869364,12.376272,32.761161,4.154685
9.792728,161.057881,30249.170845,5.214315,258.038852,413.155466,12.493388,76.225580,3.729120
6.967697,177.055890,22886.965735,6.430935,315.282902,507.790062,15.288038,35.767601,4.819637
6.227827,169.926222,22550.492264,4.973593,297.404497,460.415386,20.789592,93.300733,4.007347
7.539287,258.490076,26999.382076,7.002092,266.803123,352.195912,14.650809,59.158843,5.427373
7.793834,176.866483,18344.680361,7.567677,338.229597,371.216973,9.039042,76.288076,4.172935
5.389846,163.344352,19646.233419,9.092721,314.237577,491.750448,15.496325,48.686584,3.577675
9.228484,200.710330,26744.231526,6.833360,339.820719,363.950991,14.144772,86.950200,4.829754
6.006769,226.874099,20279.701038,8.166416,225.516628,275.986595,9.650786,52.640025,4.034755
5.548125,217.018259,34006.768745,6.647425,331.402947,430.269664,15.647036,64.980642,4.599236
6.910765,242.091338,7764.438022,8.045870,440.635509,487.932310,18.376802,45.306539,4.340149
6.565319,141.591840,12875.127784,9.116994,340.913920,339.976992,17.107160,86.067510,2.233894
5.369584,170.835192,27199.641993,8.065886,376.055637,401.833036,14.081981,81.740225,3.357484
5.974583,197.102725,22543.256292,5.662657,338.357526,410.804132,11.169090,59.826439,3.721975
9.055826,196.475899,20226.287945,5.838594,298.803560,342.359411,12.813634,84.279218,5.456913
9.085637,238.221968,9001.658753,9.820231,325.104847,381.346582,19.195740,98.490819,2.544020
7.369989,236.476721,18998.346823,7.404435,359.930566,357.066203,18.020331,58.271257,3.463852
7.828740,176.727511,33337.109649,5.438776,286.992631,290.118613,5.871941,75.714425,5.199447
4.249890,168.572146,16073.670620,5.360896,261.267707,449.051516,11.349210,86.946897,4.116348
7.294364,191.773620,41569.951985,5.311112,321.320551,342.501387,13.792535,54.463525,3.336582
7.104595,201.627117,18093.972162,8.474123,361.629187,348.732937,8.582461,49.382684,4.763058
8.307463,229.941234,18452.645571,6.895146,338.483703,464.900985,9.512103,84.053415,4.625729
8.205551,204.665829,17414.520623,6.839622,276.770098,346.540729,12.505601,83.916749,5.129528
5.685216,154.570002,17628.043059,6.664444,390.094731,324.427772,17.352586,67.407300,4.066157
9.130769,266.744959,9929.194810,6.011964,352.153214,542.806782,10.974207,65.782453,4.771444
6.510856,223.860622,15147.171464,7.667533,389.391148,437.051364,12.085026,52.339075,4.225608
5.609235,216.122673,14825.934502,7.001788,355.211678,330.092674,9.779518,41.249977,3.224676
7.437217,242.729969,20185.587156,6.121662,306.169251,413.655951,10.262778,64.529185,3.866875
5.609025,271.630824,26955.330183,6.772753,296.651564,443.872558,17.048683,72.827392,3.354890
7.276863,165.797952,30396.904619,7.835639,281.896882,475.646051,12.326184,83.399889,6.083772
7.174135,203.408935,20401.102461,7.681806,287.085679,315.549900,14.533510,74.405616,3.939896
9.913704,160.098247,32129.996307,6.109516,405.295559,541.220770,11.546324,46.081910,5.554667
8.506979,197.745141,20098.199518,6.456556,344.127253,555.919796,9.028359,78.933096,3.881794
6.430255,207.579402,26855.105611,7.087910,304.173434,418.419471,17.921141,34.816398,4.805792
4.771491,200.374076,48002.084596,9.165239,340.310176,310.927835,18.768328,63.664155,3.936973
6.110545,166.637305,21319.794397,7.681245,311.253565,340.630642,13.623813,95.494680,6.064559
7.618120,202.715501,44539.738323,5.816216,338.070070,459.078420,13.351652,73.601918,3.769700
6.975209,175.421039,35701.155320,5.494254,290.052802,401.058802,10.285283,66.420579,5.256484
8.206500,182.905359,18949.975539,6.662949,347.132562,332.855321,18.328401,66.688384,4.225121
7.160467,183.089310,6743.346066,3.803036,277.599099,428.036344,9.799625,90.035374,3.884891
6.467868,236.694648,7656.413248,9.840949,214.460834,356.347842,14.412734,54.641176,2.861064
7.636454,238.936074,18136.261585,11.086526,351.558811,514.964060,8.637461,55.603512,3.332906
7.476408,246.184719,27109.895609,9.791961,341.163631,339.729988,16.217680,77.603021,3.478194
9.181560,273.813807,24041.326280,6.904990,398.350517,477.974642,13.387341,71.457362,4.503661
11.496702,195.989486,14158.157283,7.235224,311.965093,357.522599,19.321722,82.350013,3.132253
5.678221,143.186508,18377.008261,7.145335,418.247228,359.774711,18.714478,77.447639,5.429782
6.852899,158.079791,11914.463778,7.634967,386.167384,473.643343,16.939374,62.695471,4.594761
11.235426,178.596496,33773.107061,9.063042,327.650960,425.868039,17.986255,58.986652,5.147055
8.655299,222.268793,13676.753524,7.271299,348.618844,460.870647,18.016760,72.428205,4.588758
9.454119,224.817132,21379.963927,5.407692,227.665635,431.613001,15.772334,52.033845,4.058626
8.245187,199.305774,13909.479065,9.369642,406.047609,423.736784,14.801329,97.277004,4.125732
6.512737,229.263861,22475.046873,12.580026,192.033592,479.501279,9.983462,66.668576,4.612964
6.739850,197.374482,34702.417848,5.869685,261.068006,390.046573,17.757917,91.384605,4.379630
5.432512,231.351576,14970.647244,9.180703,409.988461,448.864741,10.838249,65.548216,3.874425
7.943882,211.816551,32071.179369,7.769215,290.337398,353.336484,17.871950,78.492783,4.111691
5.628313,192.340744,22856.742901,7.764693,343.039509,439.054759,15.199906,50.229944,4.061645
6.266378,163.385405,28141.216497,8.508751,376.870555,295.675137,9.938445,50.159734,2.936611
6.435723,214.724669,9363.853988,9.997624,273.463139,508.345207,12.925870,71.428590,4.925339
8.870278,193.369948,16854.129457,5.180106,318.354612,355.470925,19.032219,58.809199,4.182741
7.790875,196.478712,24061.349596,6.785685,350.117254,471.518536,15.343316,44.544627,3.076214
7.858663,210.954754,26703.853473,6.509065,341.341899,374.072845,8.811986,72.799798,3.422471
5.596730,229.295098,44652.363872,6.500953,323.999049,424.257013,12.361827,40.412098,3.826158
5.171434,207.280531,44612.751358,7.287925,300.254258,552.907590,12.723725,52.237736,2.949432
8.154841,202.317335,25620.771365,7.651668,367.224297,597.870073,11.802847,72.384762,3.696328
10.695532,220.451078,10571.770377,6.521422,295.976094,414.256086,14.774801,58.735933,4.154845
8.512781,157.666918,33092.669353,6.765469,305.855570,377.618945,13.309391,43.019427,4.026622
8.174186,244.249046,31114.820836,4.726912,285.332026,418.619600,14.873626,56.464157,4.709403
5.596628,177.213792,17925.352120,8.435470,303.734166,552.308706,10.339986,57.820611,5.235111
5.924540,186.620068,44376.187382,6.614180,341.637774,273.446838,12.758115,59.456691,4.224343
5.808976,157.552238,7965.207918,6.680188,262.995756,377.697283,17.401039,69.461111,3.599933
3.637171,238.943744,10102.489720,7.532192,337.534425,509.150323,13.818450,49.652834,5.446566
6.869639,251.293448,21728.821295,8.803175,279.776857,539.466877,12.994140,56.409708,4.726702
5.092757,239.740916,28390.891358,1.390871,258.444294,452.306042,13.837352,71.512053,4.636729
7.143942,153.236364,11553.039281,8.444687,329.404457,278.483266,11.266886,81.718413,3.792840
5.654119,171.751551,16431.204897,7.283454,387.904632,419.097306,11.814852,86.308236,3.466264
3.719792,248.859267,23590.932129,7.683742,351.555482,427.495931,20.393782,38.604937,2.718398
8.145632,218.440804,31350.275765,5.507650,334.644887,376.669878,14.886305,52.415775,4.307548
7.356057,234.782302,31409.063979,7.395530,283.509583,428.753104,22.166321,87.399122,4.549917
7.833971,240.832529,25694.873706,4.300509,301.760386,442.741389,16.889098,96.899576,4.814917
7.466558,212.816030,16679.673622,5.436264,366.601344,358.909589,6.134210,46.655429,4.991675
8.064653,214.816681,27172.893573,6.369175,253.481228,490.280353,12.458830,65.399484,3.324113
7.566517,205.396582,30823.730490,7.816636,354.175972,395.297275,12.095251,63.767702,3.275142
7.399725,258.019947,18535.046452,5.497159,339.838977,354.667312,14.979000,73.008496,3.795124
7.481398,186.074765,13781.780284,4.649254,377.344372,323.772843,11.687124,66.291650,4.039976
5.057271,155.487725,19003.963899,6.250893,305.849797,518.101816,15.772438,97.199077,4.432271
6.342671,157.046125,21079.606206,7.275078,318.853448,351.024256,14.019149,64.407498,4.582592
7.288737,233.977810,31617.075415,8.533888,331.838167,490.047095,12.225342,31.802024,3.531385
7.610509,208.817812,34538.544038,5.600620,301.787241,470.740312,15.668908,35.365054,4.692218
4.238283,134.889510,29344.844476,8.180874,351.237362,402.427174,12.427378,83.762653,3.787426
6.782869,196.182558,25366.797905,7.200358,312.426591,435.094574,12.118475,76.347994,5.468591
8.028304,204.783735,20408.485598,4.531581,406.328921,515.575097,21.558863,70.547218,3.915991
8.832142,176.808661,12171.024549,7.475336,321.257628,395.387337,12.481552,65.867189,3.914512
7.053117,240.851770,19500.349983,8.051173,383.667866,377.188125,12.955577,55.522195,5.671999
5.728824,197.191839,12932.590386,5.684492,280.932064,445.069636,14.176501,68.124809,4.412174
6.836225,166.742962,24293.172663,6.861235,332.881582,390.804955,16.006991,87.101925,3.666614
7.266595,176.853696,14859.059661,8.261778,327.172252,445.037456,19.923704,87.066131,3.357439
5.970579,202.745520,19952.309470,7.872038,311.188185,412.038922,18.632142,73.166338,5.013281
5.665266,162.890083,31883.010307,8.312484,350.681732,550.817564,15.632268,72.457385,4.571824
10.188433,286.567991,7105.800709,9.840540,321.686059,437.879508,12.871599,78.732055,4.635243
6.715799,193.162501,16006.972588,6.369163,314.452425,316.278029,17.865533,85.192511,4.999752
6.040282,139.770872,20472.874588,6.810978,357.593277,488.274930,15.882252,53.279042,5.761580
5.844674,147.179804,13615.109758,8.881112,394.658380,533.040210,14.217373,91.614031,4.338056
9.776932,213.915080,23971.989519,9.603302,293.825008,507.016573,16.066561,82.860936,2.569468
5.045626,179.702503,22557.603596,10.120334,296.425154,450.295696,14.215817,82.066334,3.331787
6.361667,175.043999,25833.851713,8.243781,333.947107,302.190710,10.558576,70.107693,3.681765
7.033945,246.622871,15428.450916,7.570769,305.616422,516.217847,17.526819,91.602794,3.931731
7.348611,214.715890,32742.187333,6.351029,320.065106,438.044331,15.792574,55.366456,3.544537
6.585450,166.965961,30210.250367,9.508299,340.245766,430.078591,23.234326,72.799917,4.275640
8.426906,159.690251,19576.530381,7.664375,344.145130,390.690900,17.747037,53.631504,4.244514
7.864650,218.153107,23045.726247,7.432011,349.922852,414.365149,14.785983,72.607980,3.585934
5.613563,204.569366,16615.908152,5.618949,316.099824,341.523672,15.173956,73.450164,3.465089
6.144759,210.979747,19981.315188,9.203614,271.097104,332.598126,17.187963,79.634242,3.082080
7.301464,205.721880,23778.758719,8.179967,333.339282,529.624618,12.352311,41.032062,3.942709
6.336457,185.680004,25927.265432,8.199318,321.817662,490.972426,10.665799,51.552301,4.561220
5.736676,180.290908,12683.483292,7.907877,423.876297,415.006576,12.392869,83.707045,2.741791
5.296579,220.080832,39537.086460,9.232766,322.433592,393.388603,10.583336,58.801469,3.918470
7.442536,180.859091,18223.027080,8.577250,405.320016,564.793485,14.768337,57.757554,2.191138
6.317577,143.299959,22577.818935,5.690078,338.897200,573.814744,15.315515,48.973887,3.399048
4.775983,196.273964,19185.791877,4.942930,329.143912,459.083557,13.370950,84.584250,4.382162
9.495456,185.878594,18088.354850,7.527375,388.768657,409.450998,12.397704,63.359144,4.168541
6.904121,228.960418,10836.969782,7.792593,362.296552,513.188842,12.704460,40.546037,4.141819
7.058866,191.548401,16473.067089,8.435789,367.853180,462.993729,12.574420,17.527765,3.937334
6.848332,159.188050,12837.506063,5.164448,373.991711,558.815567,12.254081,69.772210,4.396605
8.999499,234.835477,20933.512750,7.980451,365.060966,444.077017,12.168764,54.404704,3.695084
6.658742,216.564702,25172.585759,6.785521,330.517558,620.448963,19.095091,82.244095,3.400988
9.918717,199.181251,21470.278305,6.799841,329.178429,430.507707,15.966043,59.292273,3.385508
9.406326,216.762159,27948.589445,6.156111,355.473035,347.983078,16.340715,32.108292,3.097278
8.848103,248.567740,19793.971867,9.681154,323.351749,411.147433,18.137805,68.753074,3.074799
5.050748,191.722206,18252.075990,8.118115,284.215072,373.741228,18.045432,91.851938,3.930291
7.183826,261.850800,14100.968987,9.008495,358.724702,290.423838,17.149907,82.025116,4.597166
8.151249,205.847301,15661.940335,7.009437,335.622779,555.590284,14.861133,72.762585,2.799883
5.588537,171.333123,17732.240668,5.588614,343.041575,466.445429,13.827755,59.376451,4.373999
6.136907,151.784319,20561.694731,8.487856,384.156079,363.618492,13.713703,96.582865,4.704585
6.057068,184.373232,14807.268490,5.753405,384.821967,462.006170,14.753055,34.265860,4.371748
6.984406,181.707343,18194.545310,8.263804,371.146458,201.619737,11.267398,68.192658,3.406210
6.841221,166.676950,28263.803720,7.115715,318.790202,532.184741,21.469491,78.227748,5.092365
7.889579,153.569738,41210.666981,8.457639,294.260076,354.482689,11.292575,67.354769,3.227360
8.111953,217.266472,38184.469574,7.254122,311.910224,281.069203,13.027921,78.582094,4.430750
4.855588,145.790370,14905.255912,9.829675,392.667482,459.288037,10.446590,52.289484,4.697153
7.961721,224.316760,11551.215680,9.492074,367.466010,451.808446,14.911191,79.687039,2.286943
4.310701,138.431894,11842.757806,5.607450,364.458497,426.369592,19.588327,48.118629,3.172375
8.580009,174.506820,6493.547256,7.040727,409.380908,403.596631,16.122668,52.166773,3.195591
6.630122,192.521703,36269.701317,4.973866,277.499297,320.470853,14.786347,80.980213,3.352765
6.268953,185.706647,24769.511394,6.717666,318.227942,534.540837,13.628865,69.139220,4.674496
6.912608,155.740495,17973.178859,4.916303,275.908228,439.648051,18.380712,55.507468,2.612249
4.965774,220.848639,21802.744898,6.250578,311.598136,386.413332,18.035238,53.908177,3.421767
6.481890,179.919711,34698.621160,8.538492,338.012323,504.397152,16.409364,59.954815,5.002361
7.693555,224.393037,21856.145213,7.041440,275.271970,404.823921,12.848965,63.154905,2.750696
6.578998,198.409247,22389.380486,7.317575,369.097113,408.195015,6.059608,105.400460,3.690929
5.470982,191.813046,36435.793514,7.369649,323.120036,383.871055,15.881382,52.765049,3.844020
6.894051,170.571298,17475.467754,5.194784,363.308755,641.586087,17.183180,40.916572,4.568843
5.386307,212.592991,40149.316557,8.124232,318.791667,355.546420,17.348802,64.210905,3.662563
9.868878,214.166235,15326.855914,3.351598,297.084174,424.292831,19.188441,70.070514,3.355490
4.775222,231.998579,13978.172660,9.422101,389.219586,526.067651,17.207494,73.940970,3.223081
6.810467,209.735559,32602.340084,7.422781,341.174269,340.030089,16.736749,42.349461,4.402340
6.901710,173.153915,10323.957841,7.436808,376.811708,538.620787,10.401973,36.751898,3.035671
7.301903,224.467802,23565.178404,7.554047,280.129485,487.333321,8.524864,68.940193,3.430699
6.681554,238.512441,26132.211812,6.304459,309.237009,326.026227,8.138227,46.087260,2.956748
5.343075,211.662091,45166.912141,6.651801,279.767500,485.959717,19.682337,70.546862,4.240032
5.842755,202.044775,13969.261562,6.643918,290.795955,475.142956,18.189839,77.931104,4.490393
7.544306,211.051146,34359.400797,8.166793,365.812313,447.520655,18.553478,60.162746,3.714096
8.285072,151.573778,14402.726696,9.050080,303.081838,322.521815,13.652653,114.034946,4.274661
8.408766,210.795406,27662.397101,6.634210,291.687653,555.580978,12.344834,67.061824,2.372791
10.538098,200.139829,13867.244196,7.365015,409.446730,340.808823,17.073123,72.730639,3.823093
8.526170,175.612836,11837.123360,7.483709,308.398516,474.240482,21.845916,52.372201,5.083014
8.693104,184.772809,13283.778053,6.521815,348.554792,560.965910,13.978348,71.733845,2.898223
6.628256,198.865743,15911.357509,7.517906,342.015924,437.918625,15.005742,38.845958,4.464457
8.862113,131.635177,17433.601853,7.639573,340.133165,399.462844,16.712206,53.594104,4.955082
7.958871,184.828557,26845.661013,7.673719,327.239109,389.264216,11.032867,52.510520,4.007903
9.443359,73.492234,20438.224690,8.024953,315.805659,458.677231,12.538681,50.852470,3.486646
9.305660,163.926027,39498.659289,6.914685,325.873134,345.656935,12.712187,62.471115,4.485070
8.164992,278.340358,29045.261138,7.992914,334.551966,384.783185,17.406626,64.210767,4.162496
9.058628,155.357557,15737.468938,7.251979,343.233977,463.389256,17.854470,83.175189,3.652134
7.965337,151.541889,25274.610305,7.106043,352.316182,527.688242,15.792625,52.268490,3.390982
7.422225,203.323308,40148.123721,5.602314,256.590451,401.775457,9.025661,53.019585,4.486513
6.931470,156.841195,35793.757787,7.286336,384.654803,398.647944,17.858242,72.236525,4.249333
4.370477,188.654037,29542.338165,8.117114,301.022182,456.308454,16.346838,46.696941,4.649382
4.303575,227.007086,7323.302301,7.490508,326.695199,412.896404,12.906730,68.748918,2.010537
6.115638,240.975156,15765.786718,10.088345,339.402440,407.319539,21.305048,63.071597,3.723625
8.933878,278.231754,14179.622741,8.128262,318.356502,335.240511,16.664900,48.357257,4.374797
6.755669,209.362075,13821.556160,7.557415,334.619524,499.070909,19.339143,81.098746,3.959518
8.842464,229.964422,7839.318760,10.508810,278.428265,370.085153,15.790977,77.166619,4.576729
4.857803,222.399990,15668.273618,7.900790,320.394529,417.804063,15.530563,84.228774,3.966571
5.905907,223.141882,13464.487162,9.125164,378.108306,337.858264,13.531660,42.844511,2.917284
7.702183,192.137531,18126.030963,9.154581,364.191227,646.732599,14.376337,90.527536,4.382159
7.119824,156.704993,18730.813653,3.606036,282.344050,347.715027,15.929536,79.500778,3.445756
8.073279,191.815523,17106.438645,7.898732,333.477592,432.898749,13.335381,54.216284,4.854313
6.733494,197.562665,27430.441731,6.035087,303.937670,397.684986,19.394027,54.510725,3.178004
7.077874,220.670540,23873.378210,6.181840,341.987234,333.050786,10.661799,90.297770,4.764508
7.071314,213.619625,20038.796417,7.602252,290.057219,605.305041,8.713964,58.413460,4.293727
5.445326,201.379459,28001.118179,7.208946,331.587484,365.091587,11.788777,65.944566,3.946990
8.697122,166.452774,27752.000240,5.350924,372.264099,393.555796,13.748668,75.024545,4.180568
7.309596,193.472596,19343.149511,7.664061,306.685455,426.561928,12.844366,111.595448,4.048202
6.438422,202.537835,26448.245087,5.775933,322.451774,567.201675,12.641968,55.701067,3.380360
7.539882,185.825975,21575.245221,7.442999,333.079630,444.116633,15.830565,49.067977,4.531594
4.477092,236.282490,26843.470364,4.842658,207.890482,456.979772,16.225706,74.035695,4.327680
6.742622,209.217344,15488.956748,7.452362,351.052242,408.853562,13.921282,70.205241,4.964673
8.927078,241.875105,22821.254377,8.549738,367.975558,380.197200,10.859287,75.857068,4.601861
8.458815,225.712359,15677.970686,6.410043,314.331408,636.257755,10.613710,71.963390,3.507709
8.520807,238.335112,28779.650011,8.282808,381.649323,481.318803,6.016337,39.091171,3.940605
6.660462,229.339332,9632.730976,11.299390,326.157043,439.121301,21.157991,40.096696,3.673136
1.757037,147.581831,41538.242730,7.728177,376.012933,428.444823,10.828696,65.005840,2.967554
6.825468,187.051710,46140.126850,6.137757,352.702182,373.427235,12.606382,58.752201,3.027450
7.895469,154.265780,7769.616119,7.205262,258.312879,407.732217,16.420041,63.016018,4.236947
8.246369,207.172168,31080.432076,6.096360,332.766156,369.029213,17.533954,55.030175,4.433257
5.331940,194.874065,16658.876503,7.993830,316.675162,335.120398,10.180514,59.572714,4.434820
3.344589,156.479927,55334.702799,8.530102,371.147770,485.631148,16.980610,69.622490,2.575141
10.331273,166.459779,15824.822709,6.396364,361.156178,376.102104,13.844331,52.057381,2.673441
7.514836,215.439523,17017.429960,7.417041,335.652454,483.658028,14.532854,66.037246,4.299732
6.788292,182.036895,25661.360539,6.939853,352.344929,419.895888,11.835382,71.436038,4.255948
6.847863,234.942203,24456.174888,5.596241,334.873046,337.573151,9.515292,77.297300,4.921196
7.856471,204.783428,5619.135558,5.816703,343.545419,432.043120,14.947720,55.961613,4.534681
6.682097,228.303186,7705.298605,5.947350,363.536984,254.392306,13.140440,64.783954,3.449829
6.493764,205.150564,19821.338373,6.344963,298.379976,482.595709,12.164736,89.477718,4.910911
6.684700,193.840931,34157.184474,9.876574,344.535407,498.063996,8.818757,66.659352,4.030660
7.096047,221.508245,17240.021065,9.181473,322.616878,442.543599,16.576200,78.122091,4.785637
9.320305,129.823859,16002.138320,4.405035,271.670562,499.844167,13.076859,82.837583,4.205810
8.316766,214.373394,22018.417441,8.059332,356.886136,363.266516,18.436524,100.341674,4.628771
8.550525,209.682466,22377.272950,2.654491,322.156037,413.673586,12.996761,42.989849,4.591997
5.392058,198.017165,19900.407838,7.843226,348.951924,419.813956,14.616509,80.568252,2.978925
4.497585,193.936515,27768.382870,6.906348,330.430700,556.032922,22.618411,81.265816,4.965739
5.800034,181.453515,13028.688458,6.106765,374.357784,405.517220,15.773825,35.338133,4.074408
7.583770,217.283262,36343.407055,8.532726,375.964391,393.877683,17.442301,77.722257,3.642289
6.369112,235.340943,34456.801132,9.170940,295.350524,357.417285,9.213268,59.280269,2.275903
14.000000,235.677458,24008.992040,5.635029,381.097711,460.745267,13.452538,72.859468,3.170994
7.899257,187.700654,32210.816301,4.996763,320.532363,400.149806,19.873604,46.913342,4.448171
8.837787,195.827213,11610.207949,7.870062,332.759029,514.925997,12.291616,87.429078,2.087080
6.002415,196.002938,16136.433269,5.687755,301.980938,336.914157,11.988324,43.912634,4.315308
4.808040,186.160570,19118.050299,7.054444,359.406236,577.491371,8.304288,73.153089,3.597760
8.195765,214.517610,10389.542538,6.295405,327.193898,403.189913,15.067042,72.756812,3.218709
9.597192,167.088976,21153.322827,7.944469,346.075016,335.197608,14.347676,50.642447,5.145153
8.575939,215.136721,15778.729396,7.532773,316.959490,359.830073,14.944675,79.463992,4.002129
8.053044,211.783235,37086.546054,8.267537,251.443500,512.899036,19.166620,73.248984,3.301575
7.274198,156.110829,16255.901371,7.654550,381.180466,591.801472,12.312493,59.680518,3.152763
5.271971,193.169509,22005.436550,6.183950,267.825648,351.480280,15.664382,68.615876,4.119436
6.968209,178.217311,39995.186272,8.930689,337.064950,393.676958,14.243374,75.375743,3.632644
6.510972,188.882919,20081.745362,6.559698,368.985739,367.934555,14.807579,101.248253,3.962525
8.759489,219.921390,33364.918123,5.687072,324.038506,443.548006,17.763343,79.747868,2.889578
5.574756,189.700665,11512.465842,8.720972,329.939631,331.330352,18.016991,66.188642,4.371806
5.158723,119.093840,33892.245951,7.572175,407.476849,325.202570,16.963982,73.224833,4.094605
9.149734,230.561899,30468.641826,7.667655,337.557972,539.625037,16.133499,58.134527,5.436819
6.703487,182.129514,24316.875146,7.009806,341.333952,479.537497,20.088643,53.925045,4.223884
