priority,NCommentT,NActor,meanCommentSize,ticketCleanedBodyLen,nticketsByCreatorOpen,nClosedticketsByCreatorOpen,nCommentsByCreator,NCommentByActorsT,NticketsCreatedInProject,NticketsCreatedInProjectT,NticketsCreatedInProjectClosed,NticketsCreatedInProjectClosedT,NActivityInProject,NActivityInProjectT,chainLength,longTimeHold,lateTriageDays,InitialActivityCount,InitialActionCount,recentActionCount,recentActivityCount,activitysequence,projectCoverage
1,7,5,74.142857,242,0,0,26,1,5,1,5,1,120,38,0,0,0,1.400000,0.200000,0.666667,1.000000,0.038198,0.121348
0,1,5,10.000000,285,0,0,0,26,2,2,2,2,57,57,1,0,0,1.400000,0.000000,0.000000,0.400000,0.847544,0.470027
0,1,5,69.000000,14,2,2,168,73,8,1,8,1,322,31,0,0,0,0.800000,0.000000,0.200000,1.800000,0.399994,0.108369
0,13,4,168.769231,162,1,1,35,6,11,2,11,2,344,104,0,0,0,5.800000,1.000000,0.200000,3.600000,0.117456,0.030128
0,5,4,15.200000,51,9,9,0,0,559,52,559,52,13997,1216,0,0,0,2.400000,0.200000,0.400000,2.600000,0.727493,0.235612
1,0,3,0.000000,136,95,94,126,54,57,1,57,1,1269,16,1,1,0,0.200000,0.000000,0.000000,0.200000,0.930355,0.062297
2,1,3,11.000000,45,0,0,0,0,4,0,4,0,222,0,0,0,2,0.363636,0.045455,0.000000,0.045455,0.394121,0.132567
1,1,4,115.000000,142,4,4,25,414,99,8,99,8,3497,264,0,0,0,0.133333,0.000000,0.000000,0.066667,0.892729,0.357736
1,1,4,7.000000,226,0,0,0,0,6,1,6,1,90,13,0,0,43,0.200000,0.000000,0.066667,0.666667,0.844877,0.156470
0,1,6,18.000000,219,0,0,0,18,3,2,3,2,60,49,0,0,0,1.800000,0.000000,0.000000,0.600000,0.522988,0.130892
1,3,7,39.666667,59,8,8,0,0,14,3,14,3,367,100,0,0,0,0.466667,0.000000,0.066667,0.600000,0.043523,0.032823
1,0,1,0.000000,50,1,1,0,0,0,0,0,0,0,0,0,0,0,0.133333,0.000000,0.000000,0.000000,0.136290,0.004134
1,7,8,110.857143,167,56,56,98,28,9,1,9,1,204,21,0,0,0,0.933333,0.133333,0.000000,0.466667,0.374247,0.004836
0,1,3,24.000000,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000000,0.200000,0.200000,1.400000,0.163571,0.015861
1,0,3,0.000000,125,0,0,0,15,24,7,24,7,1036,285,1,0,3,0.733333,0.000000,0.000000,0.200000,0.533792,0.495007
2,7,8,19.000000,55,0,0,0,0,11,2,11,2,291,35,2,0,0,0.772727,0.090909,0.090909,0.409091,0.612428,0.012005
1,3,5,370.000000,120,14,14,0,0,3,0,3,0,85,0,1,0,4,1.066667,0.000000,0.000000,0.200000,0.403795,0.009373
0,3,7,38.666667,93,0,0,0,133,17,5,17,5,632,187,1,0,0,2.800000,0.600000,0.200000,0.800000,0.370667,0.874182
2,6,9,33.666667,140,18,18,18,21,1,1,1,1,30,30,4,0,36,0.909091,0.045455,0.045455,0.454545,0.063810,0.004984
0,2,3,5.000000,44,0,0,0,0,4,1,4,1,160,24,0,0,0,0.800000,0.000000,0.200000,2.400000,0.825650,0.299339
0,0,0,0.000000,170,3,3,0,0,97,45,97,45,2296,1103,0,0,0,0.000000,0.000000,0.000000,0.000000,0.919604,0.235612
0,0,0,0.000000,35,55,54,147,16,210,58,210,58,5127,1419,0,0,0,0.000000,0.000000,0.000000,0.000000,0.919604,0.235612
1,8,6,68.625000,143,90,89,276,14,22,5,22,5,663,154,3,0,13,1.200000,0.133333,0.133333,0.933333,0.042042,0.208549
0,2,5,31.500000,152,0,0,0,0,185,10,185,10,5280,307,0,0,0,2.600000,0.000000,0.200000,1.400000,0.667528,0.235612
0,0,1,0.000000,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400000,0.000000,0.000000,0.000000,0.884580,0.154911
0,3,4,11.000000,57,58,57,78,52,461,74,461,74,12208,1827,0,0,0,1.600000,0.200000,0.600000,2.200000,0.779515,0.235612
1,3,3,93.666667,129,0,0,0,0,23,6,23,6,739,202,0,0,0,0.466667,0.066667,0.133333,0.600000,0.718318,0.004836
0,6,5,9.666667,87,0,0,0,0,324,37,324,37,8145,897,0,0,0,2.000000,0.000000,0.400000,1.800000,0.898026,0.235612
1,0,5,0.000000,75,7,7,0,0,22,5,22,5,703,138,0,0,0,0.266667,0.000000,0.066667,0.333333,0.800337,0.032823
0,3,6,36.333333,88,0,0,0,0,375,75,375,75,9736,1990,0,0,0,3.400000,1.400000,0.000000,1.000000,0.585574,0.235612
1,0,3,0.000000,66,6,6,0,0,10,3,10,3,309,113,0,0,19,0.066667,0.000000,0.000000,0.000000,0.882170,0.097292
2,3,5,296.333333,111,17,17,67,73,3,2,3,2,69,57,2,1,0,0.590909,0.000000,0.136364,0.409091,0.066242,0.004128
1,1,2,14.000000,36,0,0,0,1,43,11,43,11,1103,241,0,0,5,0.266667,0.000000,0.066667,0.066667,0.969638,0.097292
2,6,5,19.166667,18,1,1,4,1,4,1,4,1,118,16,1,1,0,0.590909,0.090909,0.000000,0.409091,0.565234,0.235351
0,7,8,14.000000,114,0,0,1,85,26,4,25,4,971,117,2,0,0,6.600000,0.600000,0.000000,1.600000,0.624781,0.459141
1,15,6,18.733333,65,1,1,0,0,89,35,89,35,2539,888,0,0,0,1.533333,0.333333,0.066667,1.066667,0.524041,0.235612
1,1,4,7.000000,44,0,0,0,0,101,12,101,12,3008,331,1,1,0,0.333333,0.000000,0.066667,0.533333,0.820510,0.180185
0,10,4,420.700000,201,0,0,0,5,6,1,6,1,93,21,0,0,0,2.800000,0.200000,0.200000,3.200000,0.737132,0.036252
2,6,5,86.833333,90,0,0,0,0,4,1,4,1,93,20,0,0,0,0.636364,0.090909,0.045455,0.681818,0.060955,0.204651
2,7,7,84.428571,161,0,0,0,0,5,0,5,0,208,0,1,0,0,1.681818,0.409091,0.000000,0.636364,0.051391,0.096658
1,0,1,0.000000,250,13,12,0,0,34,9,34,9,978,249,0,0,0,0.066667,0.000000,0.000000,0.000000,0.119627,0.188180
1,0,2,0.000000,15,5,5,34,37,5,0,5,0,130,0,1,0,0,0.666667,0.066667,0.000000,0.066667,0.370829,0.246735
1,2,6,60.000000,63,1,1,32,41,47,4,47,4,1674,115,2,0,0,1.733333,0.200000,0.000000,0.133333,0.553984,0.490073
2,3,4,11.666667,109,34,33,0,0,3,0,3,0,57,0,0,0,0,0.681818,0.000000,0.090909,0.363636,0.149838,0.215714
1,3,6,43.333333,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866667,0.066667,0.266667,1.200000,0.041995,0.071972
0,3,4,19.333333,96,0,0,0,0,448,75,448,75,11818,1913,0,0,0,1.400000,0.000000,0.200000,2.000000,0.774948,0.235612
0,0,3,0.000000,215,9,9,25,50,13,1,13,1,317,21,0,0,0,0.400000,0.000000,0.000000,0.200000,0.171465,0.133397
2,0,1,0.000000,73,28,27,0,0,21,1,21,1,552,34,0,0,0,0.136364,0.000000,0.000000,0.000000,0.185778,0.130892
0,9,6,20.777778,143,3,3,0,0,566,130,566,130,14390,2989,0,0,0,2.600000,0.200000,0.600000,2.200000,0.449137,0.235612
0,2,5,29.500000,121,0,0,0,0,45,9,45,9,1418,307,0,0,0,3.400000,0.200000,0.200000,1.400000,0.114178,0.206311
0,4,5,42.500000,260,0,0,0,0,9,0,9,0,192,0,1,0,0,4.000000,0.800000,0.800000,2.800000,0.097605,0.082480
0,3,6,56.666667,246,0,0,10,0,11,0,11,0,379,0,0,0,7,1.800000,0.200000,0.000000,1.800000,0.624329,0.098393
1,15,6,137.800000,367,2,2,12,52,26,5,26,5,706,225,0,0,0,2.000000,0.533333,0.000000,1.066667,0.427785,0.038925
0,0,4,0.000000,20,0,0,0,0,1,1,1,1,24,24,0,0,12,0.600000,0.000000,0.200000,2.000000,0.783513,0.299262
1,3,4,20.000000,27,0,0,10,0,106,9,105,8,3401,274,0,0,0,1.066667,0.066667,0.000000,0.200000,0.033478,0.182769
2,9,14,31.777778,98,0,0,29,8,12,4,12,4,369,121,0,0,0,3.045455,0.136364,0.227273,1.318182,0.051383,0.104977
2,3,9,33.666667,180,68,68,205,67,2,1,2,1,41,29,1,0,0,0.863636,0.000000,0.000000,0.136364,0.446921,0.235351
2,4,4,38.000000,107,0,0,0,0,0,0,0,0,0,0,2,0,0,0.772727,0.000000,0.000000,0.181818,0.530286,0.063752
1,25,12,127.880000,188,32,31,85,19,37,9,37,9,994,258,1,0,0,2.866667,0.133333,0.266667,2.133333,0.038569,0.007591
1,0,3,0.000000,589,8,8,0,0,32,20,32,20,917,542,0,0,39,0.066667,0.000000,0.000000,0.400000,0.392546,0.171128
1,1,1,13.000000,234,1,1,11,66,1,0,1,0,20,0,0,0,0,0.266667,0.000000,0.000000,0.066667,0.848153,0.428000
0,0,0,0.000000,82,2,2,0,0,33,26,33,26,754,596,0,0,0,0.000000,0.000000,0.000000,0.000000,0.919604,0.235612
0,2,4,74.000000,23,0,0,0,11,6,1,6,1,200,28,0,0,0,4.000000,0.400000,0.000000,0.800000,0.512578,0.097292
1,0,4,0.000000,97,13,13,0,0,2,1,2,1,72,24,1,0,0,0.933333,0.000000,0.000000,0.000000,0.553897,0.774000
1,1,4,4.000000,158,0,0,0,0,3,0,3,0,96,0,0,0,0,0.666667,0.000000,0.000000,0.066667,0.755702,0.239882
1,0,4,0.000000,12,0,0,287,175,52,18,52,18,1636,491,1,0,6,0.400000,0.000000,0.000000,0.066667,0.049789,0.495007
0,0,2,0.000000,80,0,0,0,0,1,0,0,0,58,0,0,0,0,0.400000,0.000000,0.000000,0.200000,0.148677,0.456115
1,19,14,23.789474,168,1,1,9,28,7,2,7,2,272,71,3,0,0,2.733333,0.466667,0.200000,1.466667,0.033705,0.455431
0,2,4,1939.000000,42,0,0,1,12,15,4,15,4,488,165,1,0,0,2.200000,0.000000,0.200000,0.600000,0.558378,0.004403
2,1,5,13.000000,23,0,0,0,0,5,0,5,0,114,0,0,0,3,0.181818,0.045455,0.000000,0.227273,0.392500,0.414802
0,7,6,12.285714,77,1,1,0,0,377,76,377,76,9736,2066,0,0,0,2.400000,0.600000,0.400000,1.800000,0.120453,0.235612
0,0,4,0.000000,220,16,15,50,4,6,1,6,1,173,29,0,0,0,1.800000,0.000000,0.000000,1.000000,0.101413,0.171128
0,1,4,63.000000,210,0,0,0,0,2,1,2,1,50,24,0,0,0,2.000000,0.000000,0.000000,1.600000,0.409787,0.207157
2,1,6,23.000000,129,77,75,105,16,39,4,39,4,1557,135,1,1,0,0.318182,0.000000,0.045455,0.545455,0.051267,0.030654
0,6,5,22.000000,54,7,7,0,0,119,19,119,19,2871,551,1,1,0,2.600000,0.200000,0.400000,2.600000,0.130701,0.049914
1,1,3,21.000000,28,0,0,0,0,10,2,10,2,208,34,0,0,0,0.400000,0.000000,0.200000,0.666667,0.045336,0.090044
0,3,4,27.666667,152,0,0,0,0,10,0,10,0,272,0,0,0,0,4.200000,0.400000,0.400000,1.200000,0.557629,0.192233
2,6,4,21.333333,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409091,0.045455,0.090909,0.500000,0.075879,0.026611
2,1,8,5.000000,50,0,0,0,0,0,0,0,0,0,0,0,0,15,0.727273,0.000000,0.045455,0.409091,0.374968,0.004139
2,3,6,58.333333,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772727,0.272727,0.000000,0.363636,0.056670,0.182769
0,0,3,0.000000,70,0,0,9,34,22,1,22,1,501,30,0,0,0,1.600000,0.000000,0.000000,0.200000,0.112438,0.192233
0,0,3,0.000000,17,1,1,20,41,8,1,6,1,144,17,0,0,0,2.600000,0.000000,0.200000,1.800000,0.120480,0.103181
2,10,6,22.000000,36,1,1,9,11,12,2,12,2,392,77,3,0,0,1.409091,0.227273,0.000000,0.454545,0.253205,0.013024
0,5,6,16.200000,61,0,0,0,0,445,78,445,78,11797,2022,1,1,0,3.800000,0.600000,0.000000,1.000000,0.098056,0.443750
1,6,5,31.166667,131,6,6,0,0,75,15,74,15,2474,578,0,0,14,0.933333,0.000000,0.000000,0.400000,0.059471,0.182769
0,7,8,28.142857,25,0,0,0,0,2,2,2,2,48,48,1,0,0,3.000000,0.400000,0.400000,2.600000,0.101680,0.052438
1,1,3,19.000000,64,26,20,0,0,45,8,45,8,859,126,0,0,0,0.200000,0.000000,0.133333,0.666667,0.051253,0.032823
1,3,8,14.333333,72,10,10,0,0,75,6,75,6,2124,164,0,0,0,0.933333,0.066667,0.066667,0.400000,0.254704,0.038925
2,2,4,26.500000,52,0,0,0,0,1,0,1,0,35,0,0,0,2,0.318182,0.000000,0.045455,0.409091,0.123946,0.032207
1,0,4,0.000000,225,9,9,25,65,14,2,14,2,507,90,0,0,0,0.400000,0.000000,0.000000,0.200000,0.037683,0.108369
0,1,4,31.000000,177,9,9,19,383,10,7,10,7,218,172,0,0,3,0.600000,0.000000,0.000000,0.800000,0.896807,0.204651
2,11,3,17.909091,36,2,2,95,56,71,5,71,5,2378,220,0,0,0,0.727273,0.272727,0.272727,0.727273,0.053462,0.038925
2,2,2,27.000000,61,0,0,0,0,5,0,5,0,103,0,0,0,0,0.136364,0.000000,0.000000,0.181818,0.849428,0.098064
1,3,8,41.666667,105,10,6,0,0,53,10,52,9,1404,295,3,0,4,1.466667,0.000000,0.066667,0.666667,0.045095,0.005578
2,5,8,26.400000,57,58,57,0,0,14,1,14,1,311,16,0,0,0,0.681818,0.136364,0.000000,0.318182,0.286635,0.008016
0,5,7,35.200000,121,18,18,196,8,15,6,15,6,498,187,1,1,5,1.600000,0.000000,0.800000,3.200000,0.113079,0.415613
1,1,2,29.000000,262,99,99,0,0,12,0,12,0,449,0,0,0,0,0.600000,0.133333,0.000000,0.066667,0.566270,0.011650
0,4,6,37.750000,167,1,1,0,0,119,18,119,18,2944,444,0,0,0,1.200000,0.200000,0.400000,1.800000,0.134257,0.038976
0,1,4,5.000000,213,0,0,0,33,2,0,2,0,99,0,0,0,0,1.400000,0.000000,0.200000,1.800000,0.322669,0.181993
0,0,4,0.000000,382,0,0,0,10,5,1,5,1,125,26,0,0,0,1.200000,0.000000,0.000000,0.200000,0.810553,0.215714
1,0,1,0.000000,20,0,0,0,0,2,1,2,1,43,14,0,0,0,0.200000,0.133333,0.000000,0.000000,0.888677,0.103181
2,0,2,0.000000,24,0,0,0,0,4,0,4,0,105,0,0,0,0,0.136364,0.000000,0.000000,0.000000,0.061087,0.409630
1,8,7,72.375000,122,1,1,40,153,5,2,5,2,167,76,1,0,0,0.933333,0.000000,0.533333,1.800000,0.052079,0.004132
1,1,6,12.000000,46,0,0,6,50,65,16,65,16,1705,400,1,0,0,0.733333,0.000000,0.000000,0.200000,0.034266,0.187955
0,2,4,12.500000,56,47,45,77,73,124,19,124,19,3591,824,0,0,0,1.000000,0.000000,0.200000,1.400000,0.248803,0.098930
0,0,2,0.000000,170,5,5,29,31,24,9,24,9,740,223,0,0,0,0.200000,0.000000,0.000000,0.200000,0.913036,0.327198
0,8,7,11.375000,101,1,1,0,0,77,12,77,12,2434,437,0,0,0,2.400000,0.000000,0.200000,2.600000,0.613524,0.107085
0,2,3,17.500000,100,0,0,0,0,3,0,3,0,67,0,0,0,0,0.800000,0.200000,0.400000,2.000000,0.136912,0.423190
1,0,3,0.000000,170,8,8,0,0,81,7,81,7,2600,245,0,0,41,0.133333,0.000000,0.000000,0.133333,0.063595,0.357736
2,3,4,33.666667,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318182,0.000000,0.045455,0.454545,0.070215,0.182769
0,5,7,36.800000,162,1,1,15,0,2,1,2,1,79,22,0,0,0,3.800000,2.000000,0.000000,1.600000,0.282847,0.231633
1,5,4,24.800000,32,1,1,11,25,42,3,42,3,1453,95,1,0,32,1.400000,0.133333,0.066667,1.066667,0.039263,0.495007
0,3,4,22.666667,24,1,1,14,0,9,0,9,0,250,0,0,0,0,4.400000,0.000000,0.200000,3.400000,0.100539,0.067883
1,1,2,60.000000,210,1,1,1,14,31,2,31,2,932,54,0,0,0,0.200000,0.000000,0.000000,0.333333,0.086850,0.098064
0,3,6,16.000000,73,1,1,1,2,7,5,7,5,306,223,3,1,0,2.600000,0.200000,0.200000,0.800000,0.631038,0.970653
0,4,8,22.750000,181,0,0,22,17,0,0,0,0,0,0,2,1,0,1.200000,0.000000,0.600000,2.800000,0.222570,0.004128
2,1,4,24.000000,160,43,42,83,38,2,0,2,0,33,0,1,0,0,0.363636,0.000000,0.000000,0.227273,0.084880,0.097949
0,2,2,34.500000,35,0,0,0,0,19,2,18,2,397,41,0,0,0,1.600000,0.200000,0.400000,1.400000,0.336594,0.448768
1,0,2,0.000000,62,1,1,0,0,29,5,29,5,743,135,1,1,0,0.066667,0.000000,0.000000,0.133333,0.048643,0.105023
1,0,2,0.000000,594,9,9,19,427,13,9,13,9,234,170,0,0,11,0.133333,0.000000,0.000000,0.000000,0.270874,0.156470
0,6,9,36.833333,84,0,0,0,0,78,14,78,14,2180,377,0,0,0,3.000000,0.400000,0.400000,2.800000,0.092122,0.107085
0,2,5,118.500000,307,0,0,3,0,23,3,23,3,681,103,0,0,5,2.200000,0.000000,0.200000,2.800000,0.140456,0.098393
0,5,7,44.000000,64,0,0,0,2,1,0,1,0,18,0,0,0,0,3.800000,1.200000,0.200000,1.200000,0.472076,0.010110
1,1,3,115.000000,83,4,4,18,560,7,0,7,0,249,0,0,0,0,0.133333,0.000000,0.000000,0.266667,0.904626,0.032207
1,0,0,0.000000,68,4,4,0,0,22,5,22,5,485,113,0,0,0,0.000000,0.000000,0.000000,0.000000,0.975212,0.235612
2,6,5,30.000000,39,1,1,12,0,31,8,31,8,988,184,0,0,0,0.545455,0.090909,0.136364,0.727273,0.058711,0.038925
0,8,13,69.375000,193,20,20,0,0,345,51,345,51,8767,1185,4,2,0,2.800000,0.000000,0.800000,3.600000,0.502591,0.323325
0,7,7,14.857143,118,1,1,0,0,474,36,474,36,11445,1042,1,0,0,6.000000,0.800000,0.400000,3.200000,0.500375,0.352812
1,4,6,17.250000,263,9,9,25,166,0,0,0,0,0,0,2,0,0,0.933333,0.133333,0.200000,0.600000,0.333677,0.005332
1,1,3,54.000000,103,2,2,3,13,31,6,31,6,847,180,0,0,11,0.400000,0.000000,0.000000,0.066667,0.703204,0.098064
1,4,9,28.500000,82,4,3,0,0,6,1,6,1,280,45,3,0,3,1.666667,0.133333,0.000000,0.600000,0.032840,0.005919
0,3,4,21.666667,51,0,0,0,3,3,0,3,0,97,0,0,0,0,1.600000,0.200000,0.200000,2.600000,0.103486,0.067826
1,2,6,3.500000,297,8,8,0,0,2,1,2,1,55,31,1,0,0,0.600000,0.000000,0.133333,0.733333,0.067546,0.196468
0,0,3,0.000000,251,17,15,53,88,9,8,9,8,208,191,0,0,12,0.200000,0.000000,0.000000,0.800000,0.210868,0.156470
1,1,1,27.000000,24,0,0,0,0,1,0,1,0,25,0,0,0,0,0.266667,0.000000,0.000000,0.066667,0.057632,0.004130
2,5,5,15.200000,70,10,10,175,60,9,0,9,0,274,0,3,0,42,0.500000,0.000000,0.136364,0.954545,0.320311,0.430447
0,2,2,19.500000,30,0,0,0,0,3,0,3,0,100,0,1,0,0,2.800000,0.200000,0.000000,0.400000,0.503520,0.007840
1,7,9,69.000000,109,22,22,0,0,13,3,13,3,382,98,2,1,0,0.866667,0.133333,0.066667,0.933333,0.038465,0.004161
2,2,5,30.000000,95,22,22,0,0,7,4,7,4,181,112,1,0,0,0.636364,0.045455,0.000000,0.136364,0.485028,0.443922
1,2,6,11.500000,51,0,0,0,0,15,5,15,5,518,182,0,0,0,0.600000,0.000000,0.133333,0.733333,0.041664,0.022202
0,12,8,21.583333,35,2,2,30,42,0,0,0,0,0,0,3,1,7,3.600000,0.200000,0.200000,3.200000,0.104720,0.004128
1,1,4,14.000000,98,1,1,0,0,76,8,76,8,2066,186,0,0,0,0.400000,0.000000,0.000000,0.066667,0.046559,0.038925
0,1,3,10.000000,133,0,0,15,25,4,1,4,1,114,31,0,0,0,1.400000,0.600000,0.200000,0.400000,0.832373,0.008578
2,2,4,22.500000,31,0,0,0,0,3,0,3,0,96,0,0,0,0,0.227273,0.000000,0.045455,0.227273,0.094465,0.056915
1,2,9,27.500000,237,1,1,1,93,19,15,19,15,483,349,1,0,0,1.266667,0.133333,0.000000,0.200000,0.294408,0.047094
0,1,5,13.000000,130,7,7,16,614,42,0,40,0,1193,0,1,1,7,1.200000,0.000000,0.000000,1.200000,0.843101,0.430447
1,2,3,12.000000,116,17,16,0,0,15,3,11,1,361,42,1,0,0,0.333333,0.000000,0.000000,0.133333,0.817351,0.258826
2,9,6,22.000000,127,3,3,0,0,21,4,21,4,518,107,1,1,0,0.954545,0.318182,0.045455,1.136364,0.297601,0.409768
1,0,2,0.000000,7,0,0,0,0,48,2,9,2,654,50,0,0,6,0.066667,0.000000,0.066667,0.400000,0.963593,0.130892
1,1,3,22.000000,21,0,0,0,0,2,1,2,1,36,19,0,0,7,0.266667,0.000000,0.066667,0.400000,0.142371,0.025712
0,1,2,5.000000,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1.200000,0.000000,0.200000,1.000000,0.244417,0.004240
1,0,1,0.000000,26,0,0,0,0,9,1,9,1,282,30,0,0,0,0.066667,0.000000,0.000000,0.000000,0.936995,0.103181
0,3,6,12.333333,69,1,1,0,0,55,12,55,12,1771,433,1,1,0,2.600000,0.400000,0.000000,0.800000,0.233748,0.967187
0,5,4,20.200000,491,0,0,0,0,10,3,10,3,189,46,0,0,0,2.600000,0.600000,0.000000,1.000000,0.537121,0.448768
0,0,3,0.000000,43,0,0,0,0,0,0,0,0,0,0,0,0,0,3.200000,0.000000,0.000000,0.600000,0.737858,0.182167
2,0,2,0.000000,43,1,1,6,0,0,0,0,0,0,0,1,0,4,0.136364,0.000000,0.000000,0.000000,0.694032,0.197846
0,0,0,0.000000,25,4,4,0,0,152,57,152,57,3708,1461,0,0,0,0.000000,0.000000,0.000000,0.000000,0.919604,0.235612
0,4,6,35.750000,218,17,15,50,9,4,0,4,0,91,0,0,0,0,2.400000,0.000000,0.000000,1.000000,0.571944,0.217938
0,4,6,31.250000,75,2,2,0,0,30,9,30,9,784,227,2,0,0,3.000000,0.200000,0.200000,2.000000,0.105375,0.049914
0,6,3,15.333333,40,0,0,0,0,1,0,1,0,21,0,0,0,0,1.800000,0.000000,0.200000,2.200000,0.164964,0.055066
0,0,3,0.000000,28,2,2,0,0,14,1,14,1,517,21,0,0,0,1.000000,0.000000,0.000000,0.200000,0.414814,0.412437
0,5,7,50.000000,169,49,47,86,106,11,0,11,0,432,0,2,1,0,4.800000,1.200000,0.200000,2.400000,0.451184,0.431936
2,10,9,23.100000,157,6,5,37,9,4,0,4,0,100,0,1,0,31,0.590909,0.000000,0.045455,0.863636,0.231576,0.061092
2,8,6,35.250000,161,0,0,0,0,4,1,4,1,263,84,0,0,0,0.500000,0.181818,0.045455,0.363636,0.076533,0.015861
0,0,4,0.000000,174,3,2,38,0,4,1,4,1,119,45,0,0,4,1.000000,0.000000,0.000000,0.200000,0.807830,0.310967
1,6,7,68.000000,113,24,24,0,0,9,0,9,0,297,0,0,0,0,1.000000,0.133333,0.000000,0.666667,0.035995,0.087777
0,4,4,14.000000,45,1,1,0,0,7,6,6,5,135,118,0,0,0,1.200000,0.000000,0.600000,1.600000,0.700557,0.242054
1,9,3,41.555556,146,1,1,18,54,17,2,17,2,387,29,0,0,0,1.200000,0.266667,0.200000,0.733333,0.034686,0.036252
0,1,7,15.000000,175,2,2,9,23,17,4,17,4,613,150,3,1,0,2.200000,0.600000,0.200000,2.400000,0.615065,0.967263
1,15,13,39.333333,112,142,141,518,25,71,9,71,9,2517,336,4,0,0,1.333333,0.133333,0.266667,2.066667,0.464086,0.004132
2,2,4,35.000000,86,9,9,0,0,23,3,23,3,487,64,0,0,0,0.636364,0.272727,0.000000,0.090909,0.671469,0.104024
