ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity
5.500277,263.683160,19911.224900,4.755312,366.942743,435.865696,12.761184,51.439894,5.147536
5.499788,150.076090,43195.473668,6.570596,322.516582,287.286057,11.230408,71.821281,3.668220
9.519660,204.080945,17258.188355,6.154073,310.716294,395.698538,17.061389,44.273379,3.994556
6.476140,215.721769,21165.590649,7.642952,348.474943,315.078135,13.543180,46.169007,4.041580
7.985406,200.134697,17583.080335,6.771729,296.569823,377.584203,10.289288,66.890747,4.752452
3.975753,135.891978,17430.841944,6.305788,373.486425,344.398912,15.624310,68.370968,3.666824
3.629922,244.187392,24856.633209,6.618071,366.967873,442.076337,13.302880,59.489294,4.754826
6.512737,229.263861,22475.046873,12.580026,192.033592,479.501279,9.983462,66.668576,4.612964
4.838571,241.135975,18328.402620,7.403239,237.517456,355.275454,12.717352,75.398283,4.580372
7.710138,174.350577,31017.239418,8.212234,269.859799,437.514066,9.320040,51.545335,3.898671
5.620533,226.987836,27852.097439,6.521471,309.228091,414.061545,16.932911,78.439251,3.439476
6.957434,214.380139,15007.421534,6.997160,328.818760,468.555062,17.407261,104.207104,4.892050
6.908853,184.944232,16965.314109,6.404354,351.345326,434.350219,11.812942,77.371361,4.693949
8.249551,230.932832,32898.749368,7.019971,280.674984,364.931128,17.051185,69.781641,4.284831
6.910765,242.091338,7764.438022,8.045870,440.635509,487.932310,18.376802,45.306539,4.340149
5.041405,193.167853,17342.314079,7.842975,322.106997,444.453496,17.472788,66.542198,4.543686
5.488314,135.802362,21485.153195,8.187416,280.603287,441.331137,14.860263,88.287346,5.066786
5.667651,229.928367,16953.898736,8.774306,293.574250,554.120536,14.254641,54.436702,3.633214
4.771491,200.374076,48002.084596,9.165239,340.310176,310.927835,18.768328,63.664155,3.936973
4.961353,166.259962,22229.230090,9.922078,295.131831,449.147191,12.001547,63.427979,3.902838
7.291957,202.329044,21891.677159,7.628747,339.829014,379.270122,7.654956,64.021523,4.237644
6.934504,176.969431,15323.408822,5.666870,369.341803,435.948386,21.813160,104.747700,3.875238
4.233559,194.975044,22185.763963,7.116809,377.846903,355.817097,14.859198,62.016383,3.515672
7.951451,185.421724,6108.795734,7.117859,344.795681,283.877280,18.904399,85.799759,3.886882
6.538207,214.992866,12330.406568,7.300092,389.817036,465.352665,22.089402,24.532773,3.426266
6.175165,193.282602,32875.192057,10.896663,337.506211,414.902017,12.997823,69.867382,3.341369
9.723377,190.897421,9076.646483,9.752088,357.384709,443.037417,13.307824,62.826687,4.072063
2.538116,100.806520,19872.854854,5.014023,418.000000,420.830866,13.980891,85.943192,2.840097
6.433722,177.252511,20321.229404,6.378918,373.051772,375.028222,11.684648,61.629823,3.641490
7.397651,260.083385,26730.635334,8.076995,361.113199,376.482171,17.847827,101.466825,3.078479
5.596628,177.213792,17925.352120,8.435470,303.734166,552.308706,10.339986,57.820611,5.235111
7.539882,185.825975,21575.245221,7.442999,333.079630,444.116633,15.830565,49.067977,4.531594
7.539338,227.316128,12610.936307,9.507585,345.139235,343.242711,12.769070,82.826282,5.114129
5.445326,201.379459,28001.118179,7.208946,331.587484,365.091587,11.788777,65.944566,3.946990
7.230845,177.574803,17864.689386,5.818229,343.593332,367.689992,19.912950,59.303053,5.622018
7.788055,212.691457,29879.060146,6.998962,360.668259,359.569082,14.828743,83.856336,3.368757
6.603641,206.919743,14598.025787,6.452141,316.253503,582.110606,12.520933,68.872497,3.403798
6.664935,218.770008,16477.350806,7.325001,299.846523,412.308588,17.192685,41.035789,4.502138
7.790875,196.478712,24061.349596,6.785685,350.117254,471.518536,15.343316,44.544627,3.076214
5.189414,171.238926,12289.900922,10.786500,301.230848,501.559725,12.284334,54.473935,4.876273
9.540252,224.054582,31683.864593,11.994290,315.359085,493.836379,19.093599,81.393722,3.329504
10.887305,283.895864,15177.218190,4.656538,334.180833,420.607649,12.702489,72.102324,4.004161
4.137045,116.338278,17101.951569,8.652210,322.892252,360.648078,7.848313,70.977001,4.327356
8.662710,173.531947,20333.079495,5.636388,439.787938,459.633120,16.283311,89.924253,5.120103
7.615557,204.869974,8403.284552,6.012316,418.309431,311.178955,12.742329,67.282328,4.243134
6.499068,173.768874,23734.846211,9.009056,330.164682,593.561756,13.986294,63.693876,4.355880
7.967345,180.531707,19384.037432,9.868238,325.496848,386.055331,11.265127,67.272207,4.069359
6.088022,162.278357,23567.132875,7.698582,372.835081,387.970635,13.663607,75.266064,4.173083
6.492403,234.914512,18607.213193,8.620697,302.131306,442.104208,14.116824,65.636759,4.383395
7.623500,170.427572,36267.266658,6.040735,301.219091,404.501369,12.495658,79.946113,4.764995
7.083779,112.820254,8580.245561,4.210284,234.852699,434.747715,23.399516,94.160307,3.887681
7.607224,160.565253,39184.846720,7.826411,312.056066,503.158079,13.366994,62.022308,3.525027
6.898932,209.636422,15422.220893,6.884918,293.562020,396.811214,15.671717,66.597336,3.688456
5.428357,167.017383,24930.198811,7.967086,334.086977,400.393437,18.179149,70.312696,2.847844
5.803497,193.200991,19451.767603,4.146601,255.976746,365.477618,14.920616,8.577013,2.181714
7.079304,137.007355,24282.154769,5.705693,433.633900,342.725318,9.113945,88.328605,5.553174
6.848330,195.451482,15908.642086,6.241349,319.264722,404.204859,18.937338,75.392795,3.732202
5.361212,171.315543,24709.728858,4.184891,366.814979,490.658747,15.122672,33.119613,1.812529
5.923441,167.658602,25951.554036,6.296103,350.381981,471.857511,15.770464,53.321812,4.107364
6.227827,169.926222,22550.492264,4.973593,297.404497,460.415386,20.789592,93.300733,4.007347
7.488133,177.353052,24786.050528,8.613304,369.210671,387.868075,14.149473,48.965996,3.474035
5.579517,223.616393,13289.201653,7.698690,368.897034,375.275969,20.224426,104.580881,4.043915
5.628313,192.340744,22856.742901,7.764693,343.039509,439.054759,15.199906,50.229944,4.061645
7.422225,203.323308,40148.123721,5.602314,256.590451,401.775457,9.025661,53.019585,4.486513
9.066628,203.384123,22710.458374,5.962837,321.585936,496.161452,18.367621,76.416510,4.055421
5.936057,222.922307,18061.697568,9.982724,421.722024,323.499231,14.298521,51.868885,3.940282
7.360640,165.520797,32452.614409,7.550701,326.624353,425.383419,15.586810,78.740016,3.662292
6.628256,198.865743,15911.357509,7.517906,342.015924,437.918625,15.005742,38.845958,4.464457
8.124208,207.509515,26489.114701,8.540837,318.059624,431.625677,10.075598,63.984225,4.724457
10.200645,182.080601,8016.202938,5.567501,337.781580,291.600283,13.469924,50.567372,5.174720
7.371050,214.496610,25630.320037,4.432669,335.754439,469.914551,12.509164,62.797277,2.560299
5.946161,190.551572,12767.656229,8.939748,323.742827,499.937502,12.415430,54.095581,4.903632
6.632990,238.324751,12829.092778,7.347361,331.301877,451.734417,19.640923,73.201544,4.360851
0.227499,152.530111,39028.599340,3.462492,283.693782,443.029232,13.201943,62.322711,3.545741
4.317187,225.514573,27163.457876,6.888136,325.933679,446.341319,17.152945,43.385914,4.078277
4.301373,148.737701,26640.072188,9.242653,316.764406,365.835375,12.515734,54.082289,3.067627
7.038092,204.923285,24607.088098,8.080156,280.745623,365.845248,10.807557,59.912442,4.237698
6.887414,223.603058,29189.136721,10.514466,253.830552,386.622862,11.312294,67.916183,4.564188
4.825591,234.783904,11142.392632,6.442769,370.416831,370.188948,13.046355,46.315992,3.463097
9.545271,212.046391,25189.830622,6.203869,316.567319,498.266959,20.051519,52.901127,4.983903
5.892413,139.362253,11006.048507,5.311990,339.327905,446.494394,10.567071,89.692883,3.311813
5.412762,226.586488,45510.584319,7.070185,307.621462,420.124761,21.940190,58.851736,4.091206
6.259652,208.379430,37356.746401,8.565487,256.473839,380.240193,5.567693,68.441865,4.213405
6.629985,195.700380,21495.537558,6.546464,363.691949,335.804710,11.395098,66.165224,2.534499
5.433466,177.828302,31421.731633,4.584134,347.097354,490.284674,16.066439,58.416699,2.871196
7.160467,183.089310,6743.346066,3.803036,277.599099,428.036344,9.799625,90.035374,3.884891
8.550875,231.248787,28918.419953,7.822528,369.264223,432.285270,16.266297,73.149464,3.772887
8.828094,196.562853,17699.610609,8.940380,379.914286,486.863267,17.517283,61.182844,3.793318
6.023023,170.732289,10925.360104,8.200973,305.796529,508.851053,12.244622,62.967793,3.668089
7.834319,171.288785,25918.567953,8.589394,307.228666,448.564049,16.407803,60.182115,3.532936
5.906442,177.891369,27296.294045,8.869268,312.015798,385.812818,13.938686,60.613795,4.807496
4.281522,188.783577,22330.466787,6.957676,325.160819,306.692504,16.274857,82.595223,4.371167
5.539534,200.711681,21021.418259,9.827309,390.554156,437.341655,14.955890,67.169816,3.755660
6.397905,249.969243,22057.051786,4.892717,375.494474,334.269880,14.150363,97.030457,3.958543
6.753128,191.982995,18222.931957,3.920974,296.196618,389.742462,9.689144,92.219615,5.102517
6.268403,154.681902,23050.331257,6.832938,290.703236,421.220228,13.881357,65.891392,3.389705
7.322502,196.104298,19534.421648,6.661157,297.841381,418.075511,17.161768,69.467359,2.981649
6.576845,156.221768,12772.095750,9.759898,341.749378,418.972467,10.382253,78.305180,3.771314
6.957803,219.239952,20215.632849,7.054093,306.647384,431.370662,17.427145,56.435646,4.587745
9.652563,205.206059,8508.153730,4.945417,386.541185,392.767453,12.446539,53.898037,3.192570
6.392760,216.675543,19323.677250,5.906405,283.205517,358.174494,14.982646,41.586606,4.421528
6.941279,180.817722,15433.134837,7.140122,325.515857,480.878544,20.302337,61.520687,4.178960
9.055826,196.475899,20226.287945,5.838594,298.803560,342.359411,12.813634,84.279218,5.456913
8.610963,125.158770,32079.774815,9.844921,264.052839,342.205252,12.947376,53.950269,4.614400
5.859822,287.975540,3640.734320,4.072626,391.697385,447.121861,6.363175,49.155291,3.426634
8.594677,263.764593,23220.120613,6.394463,383.962592,588.852733,13.579996,86.191635,4.754072
7.309556,244.839770,22277.626022,7.715572,369.038841,477.235381,12.475119,60.806902,3.707414
9.663653,233.487268,13213.578254,10.149937,293.074657,326.777803,10.439619,62.455373,4.741944
7.494212,210.347276,29252.501112,5.922704,339.846577,445.061231,16.917113,84.868548,5.492705
6.246264,163.218038,26408.881768,6.029670,429.022312,509.956864,23.569645,19.175175,5.044455
5.290667,160.432029,9265.104948,9.272066,358.547147,464.573338,11.220817,67.646066,3.530574
8.272055,204.225329,24196.522679,8.448405,332.890382,500.684873,15.157408,71.022744,5.140208
6.179810,248.833263,15391.559151,8.014257,273.086890,487.625733,9.696478,69.697025,3.704324
6.255150,153.640493,24316.163340,8.211595,367.344534,295.042492,12.503661,91.270792,3.146483
10.301571,199.609364,11278.829678,7.464893,433.448168,461.979286,17.099096,63.190835,3.857852
6.140878,197.876090,26687.874483,7.587196,329.231853,548.072761,15.836330,41.263648,5.359460
6.063355,160.767311,14775.145596,7.484104,305.828553,327.270239,12.309016,69.038454,3.467337
8.394397,187.643411,10603.098021,7.840261,352.835640,376.241146,13.374831,58.950002,2.833901
5.842359,217.324800,29644.813606,4.179108,328.503921,310.771178,14.335395,62.654956,3.865296
7.333003,189.447965,32358.538595,6.346378,341.346443,490.625291,12.537466,61.581378,2.642004
8.811472,270.209549,12138.422954,10.520555,360.295574,437.515421,15.952680,67.878497,5.587396
8.140344,153.748170,50793.898917,7.843498,306.218950,423.455906,14.322019,65.076610,4.362792
8.775486,157.354289,22113.391452,7.931503,304.807845,480.715208,15.692839,82.929345,4.393944
6.504113,171.722555,20852.764496,7.704990,282.105545,359.460950,13.475273,83.622260,5.396623
6.334163,197.482326,23460.821381,6.121464,303.550324,399.563786,18.822216,62.222875,4.038830
6.810467,209.735559,32602.340084,7.422781,341.174269,340.030089,16.736749,42.349461,4.402340
7.280560,228.539543,29690.917158,7.871025,322.269661,392.532597,15.168189,84.370713,2.919796
6.623614,203.030141,17167.301297,6.049601,311.726288,410.243247,15.914500,65.021229,2.915166
3.906078,233.402835,32144.799934,6.994840,348.359448,269.449051,9.654126,63.743064,3.902880
7.096047,221.508245,17240.021065,9.181473,322.616878,442.543599,16.576200,78.122091,4.785637
5.497580,204.682870,29493.422967,7.604130,323.608786,476.844459,16.672415,83.413838,5.060115
7.136103,186.582706,19502.538967,8.095427,305.430011,355.937238,15.645130,73.885612,2.574192
6.125810,241.443535,8810.895810,5.740321,369.022715,367.967943,16.816507,47.661727,4.953058
5.498515,180.825114,21542.830032,6.707095,352.250711,419.512958,13.183432,68.904370,3.074815
4.921094,162.300594,14126.590530,6.406814,357.815929,337.773051,21.237899,65.704481,3.285187
7.408985,204.961750,9566.122270,6.505923,311.452663,504.145994,11.532144,81.106938,3.772421
5.941943,249.163567,14778.032875,6.390679,335.796082,517.546817,15.931879,66.551419,4.302179
8.180755,178.079638,25623.867503,7.574082,391.918229,353.507014,19.749408,74.295305,3.845423
7.117579,186.199680,31528.948690,6.387037,335.348881,380.578265,19.073996,75.903072,4.333402
6.351287,162.213345,22337.448393,6.867964,379.613803,337.077349,11.712149,65.967814,3.707054
6.658834,182.389559,16828.880597,7.071299,355.896890,434.658981,16.618053,69.412284,3.969740
5.830542,165.467025,30021.257079,8.433097,334.397777,494.154505,16.666613,69.580253,5.192117
7.292142,174.480427,33991.651567,9.511792,259.164965,435.108017,16.293614,81.690104,4.466913
7.741245,218.237186,22824.699465,8.696479,363.992748,521.016261,15.310631,73.723070,3.741143
5.349997,193.808121,31795.625606,8.217819,327.233388,431.476040,11.776193,55.816510,3.838721
7.312109,199.812999,14540.735082,8.827414,276.118282,486.983734,17.271656,70.135608,5.123872
7.895046,174.692685,10465.261601,7.668315,350.535418,472.042912,14.633909,60.862234,3.084431
7.822257,200.002793,22411.006864,5.283594,343.080377,593.483602,12.273073,75.256212,3.080866
8.725393,213.610372,18862.673054,8.670127,324.027106,396.229010,20.055737,96.591460,4.565542
5.704765,116.299330,33223.581529,7.050503,297.078153,504.378681,9.001820,48.147031,4.157533
6.751699,203.400452,26325.817699,8.365470,341.895636,381.440388,19.527319,58.293945,3.756007
8.721727,206.369682,28608.052076,6.325442,377.404538,506.938353,13.553751,42.381484,2.555027
5.153489,107.341982,19115.721861,9.296114,333.061939,457.891532,17.445656,77.598804,3.749921
9.597192,167.088976,21153.322827,7.944469,346.075016,335.197608,14.347676,50.642447,5.145153
3.961389,173.029641,24028.405406,8.005631,391.002300,444.794277,19.945280,59.834541,4.092966
5.746529,183.471794,35633.268511,6.066386,327.557850,354.174437,12.548871,70.525972,3.808372
7.137429,210.502750,17506.608803,7.304928,301.642004,304.239481,13.076007,64.230942,2.964181
6.728004,201.126896,22888.788065,7.663988,319.463491,325.537539,16.788306,58.961220,4.410697
8.743959,197.749325,40843.616551,6.368862,310.677200,326.253326,12.503203,66.421884,4.118973
6.710634,203.642917,23748.183992,6.726664,342.441433,455.967558,15.879549,63.676952,3.863287
9.032661,121.441442,15618.170248,6.157491,372.927456,390.657226,15.030315,63.125617,4.927218
6.490923,189.031588,30453.623186,6.060119,297.512799,476.916726,14.973970,47.012889,4.372333
6.702496,208.553784,29057.227617,7.029491,302.744960,361.947758,10.614582,53.879737,4.267953
5.117390,225.657404,30914.111579,6.207729,371.649392,356.862287,8.073421,77.388138,3.937188
5.716756,197.104210,12641.527809,8.702061,287.012564,345.083936,17.273966,58.411515,4.080675
6.319432,180.965621,36278.718309,9.960552,275.591746,307.691361,18.196931,93.594246,2.653127
6.871607,197.517093,19557.993724,8.311349,355.087258,379.507739,18.240712,65.694230,4.180389
8.026773,169.333843,19168.526773,8.081496,405.527337,350.577370,15.177534,68.003932,3.735983
7.961721,224.316760,11551.215680,9.492074,367.466010,451.808446,14.911191,79.687039,2.286943
8.197353,203.105091,27701.794055,6.472914,328.886838,444.612724,14.250875,62.906205,3.361833
6.592443,242.480473,9381.239931,7.303184,312.814395,440.601135,14.027297,70.929879,3.060827
6.901111,154.474092,21103.303188,7.928700,376.001071,450.252974,14.643306,71.321372,3.616498
9.612899,94.908977,16598.577511,9.143046,311.296157,535.698701,12.312032,67.426955,4.016410
9.587895,195.837105,11351.861856,6.267476,366.428928,323.794862,13.068242,37.353080,4.666917
7.290089,205.213105,26115.616326,5.137891,357.794088,402.874799,7.960478,63.698514,4.700618
7.933068,204.724281,12732.888243,7.717187,331.087177,449.685602,15.669628,55.404080,4.534233
7.565198,213.428269,11246.426646,8.208678,377.221672,341.716459,15.669955,67.230057,5.185000
9.146558,226.093425,6787.484660,9.241763,319.025809,459.569021,14.110476,80.571146,3.210882
7.102447,243.412941,23493.120864,4.792738,283.344321,341.438781,16.072774,45.633295,3.065508
7.288113,216.612475,18979.981692,7.668510,358.978620,384.694955,14.163607,53.313046,3.626990
6.641174,191.916899,10220.712359,6.675081,380.363590,421.417352,12.243252,65.179927,3.154701
7.352146,208.324476,13714.832635,8.219240,352.849847,336.912934,20.846445,69.437225,5.864498
9.130769,266.744959,9929.194810,6.011964,352.153214,542.806782,10.974207,65.782453,4.771444
6.380717,266.015410,21250.935634,4.854335,357.241027,358.185473,27.006707,59.937785,4.532020
7.808012,179.799917,17037.725367,6.378364,348.071511,590.060546,12.092499,81.592362,4.165550
6.922042,201.410123,16515.872166,8.463004,357.935222,336.046451,20.929103,60.520904,4.242947
7.130099,275.679780,9480.617796,8.415948,295.618838,383.455068,18.322879,94.416301,1.986192
8.142331,221.752348,29808.236904,8.820156,205.935091,556.657644,10.737800,59.512998,4.704866
6.472371,164.768901,24246.503565,7.623012,373.212808,368.079510,12.764141,96.795403,4.134575
5.345345,238.510230,10315.353973,7.822601,281.771707,496.350875,12.624613,87.342833,2.362886
9.462666,225.399307,12224.624604,2.981379,387.098720,485.697274,13.204394,62.297699,2.850184
8.554097,191.708414,32112.569874,8.115355,293.655798,518.944362,8.567580,58.062463,3.563610
8.268308,168.687890,13181.673516,6.383226,298.307093,294.298065,12.366424,79.206473,4.405408
7.163999,203.781598,34226.072127,9.412035,320.258917,415.577513,16.221044,90.184208,3.354322
7.186931,177.486533,34510.752995,4.984432,295.834151,477.994992,16.777540,62.756891,4.275645
5.729689,173.975027,14304.763083,5.340088,369.153970,471.679901,16.424227,58.157688,5.100552
7.986018,180.795558,24712.993432,5.687865,287.570884,434.954519,8.642494,84.581963,3.153005
8.163076,183.161853,20335.676510,6.028559,333.084455,475.296471,18.248098,49.604842,3.287244
6.430255,207.579402,26855.105611,7.087910,304.173434,418.419471,17.921141,34.816398,4.805792
7.947486,269.809407,34440.773434,6.958283,390.104223,425.627814,13.749261,56.635811,3.700854
8.575673,197.560283,15888.625207,4.865463,311.557381,464.725567,18.736927,40.224521,3.506229
9.024845,128.096691,19859.676476,8.016423,300.150377,451.143481,14.770863,73.778026,3.985251
5.343075,211.662091,45166.912141,6.651801,279.767500,485.959717,19.682337,70.546862,4.240032
8.468694,151.954301,19148.224744,11.930448,390.807361,374.994690,9.901730,70.269959,4.375599
7.395451,190.477892,22561.508311,8.310195,294.030395,413.910293,13.301374,63.410178,4.990236
7.347030,199.613721,19073.259595,5.766832,336.994335,413.214230,12.482482,56.794084,4.297881
6.394980,220.422389,21051.256907,8.739505,348.047760,353.365418,19.637042,48.709989,4.732003
3.989032,216.076138,40175.206091,7.487423,309.800796,399.047181,11.186739,86.957464,4.409414
7.571684,173.008338,8835.555876,9.566105,436.294071,305.834487,11.009592,92.481885,3.920288
6.758852,218.153477,22540.775167,7.196435,304.680599,382.502700,18.838735,53.815435,3.639972
8.551078,216.415932,28909.290284,6.936782,295.223707,510.895001,16.202371,79.859323,4.046380
6.682097,228.303186,7705.298605,5.947350,363.536984,254.392306,13.140440,64.783954,3.449829
4.736405,203.276420,28698.729965,5.271367,323.683683,508.820341,14.063140,65.155182,4.995602
7.286167,208.444085,30879.026684,6.856967,336.048832,352.602146,10.566452,64.025333,4.686020
6.340809,158.342741,15288.213774,7.599752,342.447700,334.937302,9.237118,38.103917,5.458610
7.033945,246.622871,15428.450916,7.570769,305.616422,516.217847,17.526819,91.602794,3.931731
8.628893,186.637712,13688.074339,6.289036,254.358801,392.706886,12.387633,53.150765,3.071350
4.249890,168.572146,16073.670620,5.360896,261.267707,449.051516,11.349210,86.946897,4.116348
5.949519,160.442631,16898.808297,6.045906,367.328542,451.012788,16.359951,62.368234,4.072198
7.617014,214.404363,29818.095042,6.508853,298.351850,494.945537,13.310224,70.048007,3.800553
6.465094,241.268138,43958.678130,7.420155,306.020393,544.600567,20.768986,89.646506,3.790524
6.617862,174.280566,33245.630587,7.022187,326.168480,479.920538,15.918912,60.339794,4.601351
4.739549,162.246886,27215.902742,2.862535,372.815075,437.217590,15.130476,65.091291,2.942348
7.296038,235.735193,36043.706638,5.196213,377.190666,385.614321,17.052713,89.623551,4.168526
5.344117,198.379144,13492.840835,6.559265,328.648845,591.363369,14.084388,61.392983,4.104699
8.347949,231.203101,13533.230033,7.623604,313.671127,527.380871,18.663901,58.052866,4.217861
9.671797,130.608363,30220.612486,9.309142,370.294867,411.881375,18.024005,76.159718,3.895104
8.247148,175.911830,9913.963346,4.974506,324.433308,302.200496,11.070511,71.438165,3.941969
7.971299,151.032930,29827.793969,7.662154,405.829894,376.912212,19.382739,78.160133,2.439140
6.599594,198.323261,21078.887166,6.234231,331.495637,447.987791,12.936304,59.833619,4.702311
5.272156,181.732877,19015.468275,9.013016,446.724016,390.012003,11.103467,63.826010,4.063826
7.146117,181.434419,33266.571575,8.381738,373.197146,485.109215,15.469980,52.812932,4.775202
8.114665,236.493275,26631.212874,6.266782,275.090870,496.989792,18.588534,58.313345,2.654594
6.266800,187.829617,27577.213623,9.141597,322.917848,277.050802,13.290252,59.454325,3.652845
6.761414,216.532498,32156.819439,8.723064,343.601104,526.325214,20.314691,60.521593,4.350207
5.548125,217.018259,34006.768745,6.647425,331.402947,430.269664,15.647036,64.980642,4.599236
6.455005,176.683973,24468.048390,5.756930,314.799598,477.581346,16.245504,57.729724,2.293431
6.470152,176.736376,30594.280675,4.393138,324.659233,524.909781,16.614248,84.299703,3.125391
8.121254,200.353696,25412.709742,6.547650,314.090738,411.986987,12.419359,59.763194,4.428312
10.191665,211.566904,13630.047308,6.524476,297.049066,468.371387,17.411747,72.720573,3.403423
7.115895,193.706745,18463.883662,4.924389,319.056951,369.534034,14.841580,54.437494,3.736021
7.340171,210.118813,12810.423160,8.867294,309.661578,412.706558,12.389229,73.513321,3.919140
4.303575,227.007086,7323.302301,7.490508,326.695199,412.896404,12.906730,68.748918,2.010537
8.316766,214.373394,22018.417441,8.059332,356.886136,363.266516,18.436524,100.341674,4.628771
7.703357,211.344687,12861.946542,9.245306,347.630834,598.662877,10.542342,91.118698,4.732125
7.350379,193.633367,26736.085567,10.416589,309.416883,557.495685,16.519722,61.077383,3.663922
6.825468,187.051710,46140.126850,6.137757,352.702182,373.427235,12.606382,58.752201,3.027450
6.911698,179.213674,25612.148912,7.224710,318.987914,298.550513,11.858905,94.340172,4.616641
7.369989,236.476721,18998.346823,7.404435,359.930566,357.066203,18.020331,58.271257,3.463852
7.543931,192.234541,24227.961139,7.241343,336.151050,369.427699,18.188873,70.588507,3.703191
4.695516,198.910488,24767.167109,7.879750,353.484674,512.841874,19.957513,44.345680,4.641738
7.301903,224.467802,23565.178404,7.554047,280.129485,487.333321,8.524864,68.940193,3.430699
7.873272,182.646658,25337.122963,3.715065,362.484604,315.189948,12.132425,65.499925,3.306393
6.172517,187.787017,10498.635154,7.722561,322.521035,467.090425,21.233978,68.163642,4.129985
3.676845,173.677702,22581.224488,12.653362,289.126846,599.729246,8.386407,49.658554,5.461473
7.498372,236.714399,21736.373324,6.588566,407.312082,299.194245,20.737664,68.314347,4.242242
5.588130,220.817522,8730.312436,8.321897,300.220428,412.708557,6.478626,80.637806,3.165618
6.795469,187.783020,15300.838671,7.486598,316.956934,498.665928,19.600429,55.401113,5.163088
6.283679,205.376624,19905.436548,7.078345,284.206021,471.904032,18.027160,64.362608,4.480771
8.651390,154.546949,15901.285161,6.510980,419.216305,444.843584,14.656725,49.515175,3.266410
5.468361,180.382364,12305.905415,5.446563,410.459272,388.745502,12.553094,60.627748,4.933468
5.582470,172.331584,23512.837957,8.011316,364.483422,452.080765,16.472045,95.045658,4.048113
9.147197,211.714142,11920.610836,7.230795,339.751919,527.708910,18.275312,47.634885,3.794532
5.094164,223.167125,22957.653403,6.977421,350.101275,476.624550,13.034638,78.075923,4.710936
9.076318,215.912723,14153.643378,5.020027,333.499203,311.797042,10.776321,69.114593,3.436986
7.833361,249.340053,13394.731607,8.341670,393.137872,443.629123,10.983344,76.645734,4.270973
7.417824,243.304691,320.942611,4.598670,336.097981,361.101769,20.421472,87.052576,3.470812
5.284097,185.705492,26532.737255,6.132546,328.139582,543.181748,17.398465,47.066392,4.800963
8.858402,254.617519,9624.300462,7.954016,348.408195,344.303363,7.935468,78.108550,5.525726
5.141507,111.994028,11288.634718,5.841750,389.225673,315.229665,12.982476,81.159239,4.510578
6.715941,218.062384,17180.188184,8.915971,393.275772,349.003070,14.354595,57.247082,2.404729
6.848000,199.776814,26296.948300,7.339173,354.250555,397.536471,22.139958,51.534965,3.815228
4.328283,192.166324,30592.548831,7.425894,327.303365,543.716029,11.186939,72.566400,3.708526
5.389846,163.344352,19646.233419,9.092721,314.237577,491.750448,15.496325,48.686584,3.577675
8.544709,181.413402,31429.379029,7.555030,350.397082,393.889616,10.247232,82.721912,2.318152
8.764496,210.851346,15978.036559,8.043354,328.759844,324.047375,12.128377,59.789163,5.790838
8.849703,197.779047,20129.358792,5.182436,329.502104,356.476723,11.882861,45.706793,2.987672
8.307463,229.941234,18452.645571,6.895146,338.483703,464.900985,9.512103,84.053415,4.625729
